ID,Title,Location,Salary,Summary
486e60eaeabad5a5,[진행중] 우리은행 MyDataACT 전문직(데이터사이언티스트-분석) 채용공고,서울 회현동,,"이터 분석 업무 경력 5년 이상 보유자(관련 서비스 기획, 운영 경력 합산) - 데이터 분석 관련 언어( Python, R 등) 사용 능력 및 분석 결과의 실제 서비스 적용 경험 보유자 - 적극적이고 원만한 커뮤니케이션..."
0f7993638aee82bd,Deep Learning Researcher (Intern),서울,,"Adversarial attacks, examples Minimum Qualifications • Python Programming • Deep learning with hands-on experience of deep..."
dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
e5befd8a644b5b3b,신경망 연구자 .,서울 마포구,"연봉 40,000,000원 - 50,000,000원","신입, 경력(연차무관)학력사항: 대학교(4년)졸업직무기술: 딥러닝, Python, TensorFlow, openCV[우대사항]전공계열: 공학계열... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
8c7097de188ea8b4,Associate Solutions Architect,서울,,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
944849bb951b87fc,[중구] 스톡이미지 플랫폼기업 웹개발자(Python),서울 중구,"연봉 40,000,000원 - 50,000,000원",스톡이미지 플랫폼기업 웹개발자( Python) 모집부문 및 자격요건 담당업무... 이하)학력사항: 대학교(4년)졸업 이상[직무기술]- Python 개발경력 3년이상- Python Flask 웹서비스 구축 및 개발 경험자- Linux...
be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),서울,,"의미한 인사이트 발굴 - R, Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java, Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스..."
44f16e94e3e6b589,"Staff Software Engineer, Maps & Navigation, Seoul, Korea",서울,,"industry Fluency in English Proficient in one of C++, Python Experience writing and shipping customer-facing code High..."
8cc372a6b78679b1,"인공지능(AI), Python(응용프로그램 개발자) 외 신입/경력 정규직",서울 성북구,"연봉 25,000,000원 - 30,000,000원","(주)쿠노소프트 인공지능(AI), Python 외 신입/경력 정규직 채용... 래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC..."
51d1df9a3cfbe418,(주)엘솔루 R&D본부 ASR팀 개발직,서울,,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
37ab2b49ecc83a00,[대기업 물류회사] 물류연구소 빅데이터 분석 (대리~과장급),서울 중구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI...
7828fed649921376,SK 브로드밴드 Data Scientist(AI 전문가) 분야 경력사원,서울특별시,,"활용한 서비스 개발 경험 필수 - 미디어/커머스/전자/IT 업계 경험 3년 이상 역량/지식/자격증 - Python(또는 Scala, JAVA) 활용 역량 필수 - 딥러닝 프레임워크 활용 역량 탁월 - Text AI..."
2a733e0f032306a5,디지털신사업본부 경력직(백엔드 엔지니어),서울 영등포구,,자격요건 인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>AWS
1e974ff27c6eb340,Autonomous Driving 분야 엔지니어,서울 강남구,,"프로그래밍 기술 (C/C++, Python 등) - 이동 로봇/드론 관련... platform 개발 경험 - 뛰어난 프로그래밍 기술 (C/C++, Python) - 3D geometry, math, physics 관련 경험 및..."
01bd5372e531d949,"Sales - Sales Operations Specialist, Seoul, Korea",서울,,"software, including... limited to Excel, PPT, Word, SQL, Python, Tableau, etc. Demonstrated ability to define, refine..."
e9fd513180126dd2,석유화학사업본부 AI/BIg Data 분야 경력사원,서울 영등포구,,모델 구축 (연간 과제 수행 건수 : 3~4건) - 주요 언어는 Python이며 R도 가능(C등 Compiler 언어는 미사용) - Decision... 알고리즘 활용 역량 - Python/C++/Java/C# 프로그램 역량...
f2b304235c876282,퀀트개발자,서울,"연봉 40,000,000원 - 50,000,000원",programming skills in any... following languages. (C/C++/C#/ Python/Java/Node.js) -Experience with R/Excel modelling...
8c1badb775de6109,(주)풀무원 데이터분석 & 수요예측 전문가 채용,서울특별시,,"및 수행 • 빅데이터 분석 지원 필요역량 및 지원자격 [자격요건] 프로그램 언어 활용 능력 (R, Python, SQL 등) 데이터 기반 업무 분석 및 이해 역량 관련 경력 3~12년 [우대사항] • 통계학..."
76ef0d2df960b0f6,"Student Training in Engineering Program, 2021, People with D...",서울,,"Science or a related field. Programming experience in Java, Python, C... C++. Available... 12 week internship from..."
d193999bb6d038d4,Analog Design Engineer,서울,,"Modeling of solutions using tools... Python, Matlab, Simulink, and Spectre AMS... tools... Python, Matlab, Simulink..."
ad072f017c286d42,데이터 엔지니어,서울,,"에서의 데이터 파이프라인 구축 및 운영 경험 GA, Tableau 등 외부 분석/시각화 도구에 대한 지식 Python, Java, Scala 중 하나 이상을 이용한 개발 경험 추가 정보 지원 서류 안내 제출서류 : 이력..."
b31f28929448d9ad,대기업 영상 처리 관련 IP 개발자 (판교),서울,"연봉 60,000,000원 - 70,000,000원","Verification- Mentor Catapult HLS Tool 경험자- Python 가능[근무부서 및 직급/직책]직급/직책: 대리, 과장... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
6143a95778cb0259,Deep Learning Researcher (신입/경력/전문연구요원),서울,,"network 등) Deep Learning 방법론에 대한 데모 프로그램 제작 및 제품화 코드 작성( Python / C++) 다양한 종류의 제조업 이미지 데이터에 대한 탐색, 분석 및 전처리 모듈 구현 최신 Deep..."
e7c8c2b11f24fb43,Software Engineer,서울,,"languages, including... limited to: C++, Java, C and Python. Excellent written and verbal communication skills. About..."
656c9fb97bde0ad9,대기업 딥러닝 기반 영상처리 개발자 (판교),서울,"연봉 60,000,000원 - 70,000,000원","Pytorch- Python, C/C++, Docker C/C++/C#... 머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded)"
b29e420495012c02,[Clova] Data AI 체험형 인턴,서울,,"있는 분 프로젝트(개인/인턴 등) 완성 경험 을 보유하고 있는 분 Python 활용 능력 을 보유하고 있는 분 Django를 사용한 웹개발 경험을... Knowledge graph , python , linux 등 숙련된 개발..."
90e528fa8501ca9d,음성인식관련 개발 음성인식 엔진개발,서울,,"퓨터 공학 전공 또는 관련 분야의 실무 경험 - 최신 논문을 이해하고 개발 및 개선할 수 있는 능력 - Python, Java, C/C++ 등 프로그래밍 언어 사용 능력 - 4년제 학사 (전산 및 컴퓨터 공학 계열) - 경력..."
bb3dd73bc58c31af,[진행중] 우리은행 빅데이터사업부 전문직(데이터사이언티스트-분석) 채용공고,서울 회현동,,"공학)/수학/통계 관련 전공자 - 금융 분야 또는 B2C 서비스, 플랫폼 운영/기획 경험 보유자 - Python/R/Java 등 분석 및 프로그래밍 언어 사용 경험자 - 은행 등 금융권 데이터 기획/운영/PM 관련..."
0f7993638aee82bd,Deep Learning Researcher (Intern),서울,,"Adversarial attacks, examples Minimum Qualifications • Python Programming • Deep learning with hands-on experience of deep..."
db26147e9223e38a,[L'Oreal Korea] IT Business Analyst,서울,,"outcomes Proficiency in SQL Proficiency... least one of Python (preferred), Java, or C++ Strong understanding and hands..."
848751136ae3d967,Machine Learning/Deep Learning Researcher,서울,,"PyTorch, Caffe 등 Machine Learning Framework 활용 능력 - Python, C/C++, Java 등 프로그래밍 언어 경험 • 우대사항 - 관련 분야 박사 학위 - Machine..."
79b0a7b5d7be505d,[아이콘트롤스] 2021년 하반기 경력사원 모집,서울특별시,,"Spring, node.js, python 프레임워크를 활용한 서버 개발... 전공 무관 ㆍ총경력 : 4년 이상~8년 이하 ㆍ Python 개발 경력 4년 이상 - Python 서버 (Backend) 개발 경력 4년 이상 - 웹..."
dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),서울,,"의미한 인사이트 발굴 - R, Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java, Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스..."
052c7a57fd9e38bc,"Software Engineer - Algorithm, C++",서울,,industry * Strong experience programming in C++ and Python with robust and efficient code * Knowledge and implementation...
76ef0d2df960b0f6,"Student Training in Engineering Program, 2021, People with D...",서울,,"Science or a related field. Programming experience in Java, Python, C... C++. Available... 12 week internship from..."
edec987713d52a23,[IT개발] Python 웹 개발자 모집(대리급),서울,,"유지보수 - 신규 서비스 개발 자격요건 및 우대사항 - 대졸이상 - 전공무관 - Python 개발경력 3년이상 대리급 - Python Flask 웹서비스 구축 및 개발 경험자 - Linux, Nginx, uWSGI 등..."
1e8a7f97c4b6238b,NLP/Chatbot Researcher,서울,,"PyTorch, Caffe 등 Machine Learning Framework 활용 능력 - Python, C/C++, Java 등 프로그래밍 언어 경험 • 우대사항 - 관련 분야 박사 학위 - Machine..."
042975d09eec3f1a,Intern - Research (Crime Innovation),대전,,"analysis tools or programming languages (e.g. STATA, R, Python, etc... data visualization software (e.g. Tableau..."
51d1df9a3cfbe418,(주)엘솔루 R&D본부 ASR팀 개발직,서울,,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
50a2ea4efa470d4c,[IT운영팀] RPA 기획 설계 경력직 채용,서울,,"RPA 이해도 上 및 활용 제안 knowledge •UiPath (타 SW경험 가능), Python 이해 및 활용 •Java, Javascript, SQL 기본이해 •DT Trend / Insight 0 본사(63빌딩..."
9acc17c535b42959,2021년 (신입) 전문연구요원 모집,성남 판교역,,"병역특례 전문연구요원 - Python/C++/Java/C# 개발 경험... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, Python 등 개발 숙련자 우대 공통지원자격(필수) - 해당 분야 석사 이상..."
8c1badb775de6109,(주)풀무원 데이터분석 & 수요예측 전문가 채용,서울특별시,,"및 수행 • 빅데이터 분석 지원 필요역량 및 지원자격 [자격요건] 프로그램 언어 활용 능력 (R, Python, SQL 등) 데이터 기반 업무 분석 및 이해 역량 관련 경력 3~12년 [우대사항] • 통계학..."
15e3d11c1ab81943,"Software Engineer (AI & Autonomy, MLOps)",서울,,"more than one software languages (e.g. C, C++, C#, Java, Python, Javascript, and so on) Strong passion for developing high..."
04d3eeee4887e068,2021년 한국능률협회컨설팅 신입/경력 직원 공개,서울 영등포구,,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>데이터베이스...
bfa6840d3626d744,11번가 System Engineer 분야,서울 중구,,관리 tool을 직접 개발해본( Python/PHP 등을 이용) 경험이 있으... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP |인터넷·IT·통신...
100e9407efc0aa43,[한국자산평가] 신입 및 경력직원 금융공학연구소,서울 종로구,,인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
f2b304235c876282,퀀트개발자,서울,"연봉 40,000,000원 - 50,000,000원",programming skills in any... following languages. (C/C++/C#/ Python/Java/Node.js) -Experience with R/Excel modelling...
486e60eaeabad5a5,[진행중] 우리은행 MyDataACT 전문직(데이터사이언티스트-분석) 채용공고,서울 회현동,,"이터 분석 업무 경력 5년 이상 보유자(관련 서비스 기획, 운영 경력 합산) - 데이터 분석 관련 언어( Python, R 등) 사용 능력 및 분석 결과의 실제 서비스 적용 경험 보유자 - 적극적이고 원만한 커뮤니케이션..."
5c925ebd9aacfe77,서버/스토리지 운영 담당자 (경력),서울 영등포구+1 지역,,"우대 - 스크립트(Perl, Python), 개발언어(C, Java) 작성... 바일·게임>데이터베이스·DBA>DBA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
8cc372a6b78679b1,"인공지능(AI), Python(응용프로그램 개발자) 외 신입/경력 정규직",서울 성북구,"연봉 25,000,000원 - 30,000,000원","(주)쿠노소프트 인공지능(AI), Python 외 신입/경력 정규직 채용... 래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC..."
b574f1454ae36aab,Cross Border Ecommerce - Business Intelligence (Based in Seo...,서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
b29e420495012c02,[Clova] Data AI 체험형 인턴,서울,,"있는 분 프로젝트(개인/인턴 등) 완성 경험 을 보유하고 있는 분 Python 활용 능력 을 보유하고 있는 분 Django를 사용한 웹개발 경험을... Knowledge graph , python , linux 등 숙련된 개발..."
7828fed649921376,SK 브로드밴드 Data Scientist(AI 전문가) 분야 경력사원,서울특별시,,"활용한 서비스 개발 경험 필수 - 미디어/커머스/전자/IT 업계 경험 3년 이상 역량/지식/자격증 - Python(또는 Scala, JAVA) 활용 역량 필수 - 딥러닝 프레임워크 활용 역량 탁월 - Text AI..."
8e2a524c4d0fc88b,Support Escalation Engineer,서울,,"debugging experience (C/C++/C#, Python, Node.JS, etc.) Azure Application... experience (C/C++/C#, Python, Java, Node..."
944849bb951b87fc,[중구] 스톡이미지 플랫폼기업 웹개발자(Python),서울 중구,"연봉 40,000,000원 - 50,000,000원",스톡이미지 플랫폼기업 웹개발자( Python) 모집부문 및 자격요건 담당업무... 이하)학력사항: 대학교(4년)졸업 이상[직무기술]- Python 개발경력 3년이상- Python Flask 웹서비스 구축 및 개발 경험자- Linux...
c2f5f53dc48263eb,Deep Learning Researcher – On-device AI theory and algorithm,서울,,"experiences • Algorithm implementation experiences using python with deep learning platform, e.g. PyTorch, TensorFlow..."
3208b77b12fcc510,Korean Computational Linguist - AI (Natural Language Reasoni...,서울,,"relation frameworks * Experience in programming in Perl, Python, or another scripting language * Experience in using grammar..."
bf05f51db0a7e48c,풀스텍 개발자 / 임베디드 개발자,서울,,"로그래밍언어: -백엔드: Go, Python,Rust,C/C++,Nodejs... 개발: 2년 (선호) * 실무: 2년 (선호) 언어: * Go, Python,Rust,C/C++,Nodejs (선호) 원격 근무: * 아니요"
c02f692d53a4c1c2,[무료교육/취업연계] 이공계 전문여성 아카데미 2기 교육생,서울 강남구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
8c7097de188ea8b4,Associate Solutions Architect,서울,,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
c10064bea1536bfd,[ICT 확산사업] 2021년 블록체인 교육비 무료 교육생,서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
f21952a2d7a0bfd8,"[Robotics] Robotics Software Engineer, Navigation",서울,,"요역량 ㅇ 컴퓨터 공학, 로봇 공학, 전자 공학 등 관련 기술 분야 석사 이상 학위 또는 3년 이상의 경력 ㅇ Python 혹은 C++ 언어의 능숙한 활용 ㅇ ROS/ROS2 혹은 유사한 framework를 활용한 robot..."
b511bb7560d6b52c,프론트엔드 웹개발자 양성과정 교육생,서울 중구,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷...
2e92c3395a4331bf,2021년 8월 생산기술 신입사원 수시,청주 오창읍,,"우대사항] - 프로그래밍 언어( Python, Unity, C++ 등) 가능... 탐지/예측 알고리즘 개발 [필수사항] - 데이터분석,시각화,머신러닝, Python, R 등 활용능력 보유자 [우대사항] - 기계류 고장진단/예지 분야..."
89a17f447214bd02,계약직 인재,서울 영등포구,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|금융·보험·증권>금융사무·심사·추심...
c10064bea1536bfd,[ICT 확산사업] 2021년 블록체인 교육비 무료 교육생,서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
6143a95778cb0259,Deep Learning Researcher (신입/경력/전문연구요원),서울,,"network 등) Deep Learning 방법론에 대한 데모 프로그램 제작 및 제품화 코드 작성( Python / C++) 다양한 종류의 제조업 이미지 데이터에 대한 탐색, 분석 및 전처리 모듈 구현 최신 Deep..."
6afaaaedd684f701,Software Engineers (AvionX),서울,,"more than 1+ software languages (e.g. C, C++, C#, Java, Python, Java script, model based engineering and so on) Proper..."
d17da0baecf05910,데이터 분야 경력,서울,,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
01bd5372e531d949,"Sales - Sales Operations Specialist, Seoul, Korea",서울,,"software, including... limited to Excel, PPT, Word, SQL, Python, Tableau, etc. Demonstrated ability to define, refine..."
1e974ff27c6eb340,Autonomous Driving 분야 엔지니어,서울 강남구,,"프로그래밍 기술 (C/C++, Python 등) - 이동 로봇/드론 관련... platform 개발 경험 - 뛰어난 프로그래밍 기술 (C/C++, Python) - 3D geometry, math, physics 관련 경험 및..."
566e17bbc1712280,데이터 컨설팅 및 분석 분야 경력직 (정규직),과천 과천시,,데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷... 데이터마이닝|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
4de10ddc3715df93,"Software Engineer, Korea",서울,,"개발하며 운영합니다. 로봇에서 수집되는 데이터 처리하며 프로세스 자동화 환경을 구축합니다. 자격 요건 Python 개발 경력 3년 이상 혹은 그에 준하는 실력을 갖추신 분 기본적인 개발능력 (알고리즘, 자료구조, 운영체제..."
b31f28929448d9ad,대기업 영상 처리 관련 IP 개발자 (판교),서울,"연봉 60,000,000원 - 70,000,000원","Verification- Mentor Catapult HLS Tool 경험자- Python 가능[근무부서 및 직급/직책]직급/직책: 대리, 과장... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
656c9fb97bde0ad9,대기업 딥러닝 기반 영상처리 개발자 (판교),서울,"연봉 60,000,000원 - 70,000,000원","Pytorch- Python, C/C++, Docker C/C++/C#... 머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded)"
2a733e0f032306a5,디지털신사업본부 경력직(백엔드 엔지니어),서울 영등포구,,자격요건 인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>AWS
90e528fa8501ca9d,음성인식관련 개발 음성인식 엔진개발,서울,,"퓨터 공학 전공 또는 관련 분야의 실무 경험 - 최신 논문을 이해하고 개발 및 개선할 수 있는 능력 - Python, Java, C/C++ 등 프로그래밍 언어 사용 능력 - 4년제 학사 (전산 및 컴퓨터 공학 계열) - 경력..."
